Barrio;Año;Trimestre;Valor;Ambientes;Estado
Constitución;2025;2;1588.82;2;Usado
Flores;2025;2;1856.72;2;Usado
Floresta;2025;2;1765.44;2;Usado
Liniers;2025;2;1903.47;2;Usado
Mataderos;2025;2;1833.26;2;Usado
Monte Castro;2025;2;2130.99;2;Usado
Montserrat;2025;2;1768.18;2;Usado
Nueva Pompeya;2025;2;1378.21;2;Usado
Núñez;2025;2;2967.82;2;Usado
Palermo;2025;2;3088.76;2;Usado
Parque Avellaneda;2025;2;1793.98;2;Usado
Parque Chacabuco;2025;2;2219.66;2;Usado
Parque Chas;2025;2;2445.19;2;Usado
Parque Patricios;2025;2;1692.21;2;Usado
Puerto Madero;2025;2;6009.63;2;Usado
Recoleta;2025;2;2730.35;2;Usado
Retiro;2025;2;2318.28;2;Usado
Saavedra;2025;2;2718.1;2;Usado
San Cristóbal;2025;2;1791.66;2;Usado
San Nicolás;2025;2;1848.06;2;Usado
San Telmo;2025;2;1921.03;2;Usado
Vélez Sarsfield;2025;2;1764.69;2;Usado
Villa Crespo;2025;2;2374.25;2;Usado
Villa del Parque;2025;2;2234.33;2;Usado
Villa Devoto;2025;2;2341.3;2;Usado
Villa Gral. Mitre;2025;2;1985.23;2;Usado
Villa Luro;2025;2;2131.71;2;Usado
Villa Ortúzar;2025;2;2728.41;2;Usado
Villa Pueyrredón;2025;2;2337.44;2;Usado
Villa Santa Rita;2025;2;2020.95;2;Usado
Villa Urquiza;2025;2;2745.55;2;Usado
Agronomía;2025;3;1970.09;2;Usado
Almagro;2025;3;2096.19;2;Usado
Balvanera;2025;3;1739.72;2;Usado
Barracas;2025;3;2038.46;2;Usado
Belgrano;2025;3;2925.63;2;Usado
Boca;2025;3;1515.34;2;Usado
Boedo;2025;3;1968.78;2;Usado
Caballito;2025;3;2263.18;2;Usado
Chacarita;2025;3;2496.48;2;Usado
Coghlan;2025;3;2840.66;2;Usado
Colegiales;2025;3;2697;2;Usado
Constitución;2025;3;1614.05;2;Usado
Flores;2025;3;1884.27;2;Usado
Floresta;2025;3;1681.05;2;Usado
Liniers;2025;3;1896.98;2;Usado
Mataderos;2025;3;1841.35;2;Usado
Monte Castro;2025;3;2221.78;2;Usado
Montserrat;2025;3;1827.08;2;Usado
Nueva Pompeya;2025;3;1391.46;2;Usado
Núñez;2025;3;2925.9;2;Usado
Palermo;2025;3;3084.49;2;Usado
Parque Avellaneda;2025;3;1642.32;2;Usado
Parque Chacabuco;2025;3;2201.1;2;Usado
Parque Chas;2025;3;2398.66;2;Usado
Parque Patricios;2025;3;1737.09;2;Usado
Puerto Madero;2025;3;5914.94;2;Usado
Recoleta;2025;3;2761.76;2;Usado
Retiro;2025;3;2327.31;2;Usado
Saavedra;2025;3;2678.19;2;Usado
San Cristóbal;2025;3;1812.16;2;Usado
San Nicolás;2025;3;1804.67;2;Usado
San Telmo;2025;3;1953.42;2;Usado
Vélez Sarsfield;2025;3;1799.49;2;Usado
Villa Crespo;2025;3;2346.35;2;Usado
Villa del Parque;2025;3;2252.99;2;Usado
Villa Devoto;2025;3;2423.8;2;Usado
Villa Gral. Mitre;2025;3;1934.5;2;Usado
Villa Luro;2025;3;2160.36;2;Usado
Villa Ortúzar;2025;3;2727.6;2;Usado
Villa Pueyrredón;2025;3;2390.66;2;Usado
Villa Santa Rita;2025;3;2056.03;2;Usado
Villa Urquiza;2025;3;2727.84;2;Usado
