Barrio;Año;Trimestre;Valor;Ambientes;Estado
San Nicolás;2025;2;1732.08;3;Usado
San Telmo;2025;2;1792.97;3;Usado
Vélez Sarsfield;2025;2;1601.21;3;Usado
Villa Crespo;2025;2;2116.42;3;Usado
Villa del Parque;2025;2;2093.87;3;Usado
Villa Devoto;2025;2;2318.08;3;Usado
Villa Gral. Mitre;2025;2;1718.35;3;Usado
Villa Lugano;2025;2;1007.77;3;Usado
Villa Luro;2025;2;1994.82;3;Usado
Villa Ortúzar;2025;2;;3;Usado
Villa Pueyrredón;2025;2;2143.47;3;Usado
Villa Santa Rita;2025;2;2000.67;3;Usado
Villa Urquiza;2025;2;2574.09;3;Usado
Almagro;2025;3;2068.28;3;Usado
Balvanera;2025;3;1592.65;3;Usado
Barracas;2025;3;1856.78;3;Usado
Belgrano;2025;3;2709.27;3;Usado
Boca;2025;3;1365.59;3;Usado
Boedo;2025;3;1861.6;3;Usado
Caballito;2025;3;2148.59;3;Usado
Chacarita;2025;3;2341.12;3;Usado
Coghlan;2025;3;2492.44;3;Usado
Colegiales;2025;3;2657.36;3;Usado
Constitución;2025;3;1335.09;3;Usado
Flores;2025;3;1801.18;3;Usado
Floresta;2025;3;1686.27;3;Usado
Liniers;2025;3;1734.39;3;Usado
Mataderos;2025;3;1618.35;3;Usado
Monte Castro;2025;3;2001.9;3;Usado
Montserrat;2025;3;1600.75;3;Usado
Nueva Pompeya;2025;3;1392.78;3;Usado
Núñez;2025;3;2823.45;3;Usado
Palermo;2025;3;2841.78;3;Usado
Parque Avellaneda;2025;3;1465.46;3;Usado
Parque Chacabuco;2025;3;2224.09;3;Usado
Parque Patricios;2025;3;1583.57;3;Usado
Puerto Madero;2025;3;5718.69;3;Usado
Recoleta;2025;3;2609.6;3;Usado
Retiro;2025;3;2464.33;3;Usado
Saavedra;2025;3;2545.92;3;Usado
San Cristóbal;2025;3;1702.57;3;Usado
San Nicolás;2025;3;1696.51;3;Usado
San Telmo;2025;3;1796.49;3;Usado
Vélez Sarsfield;2025;3;1571.02;3;Usado
Villa Crespo;2025;3;2081.75;3;Usado
Villa del Parque;2025;3;2062.87;3;Usado
Villa Devoto;2025;3;2290.08;3;Usado
Villa Gral. Mitre;2025;3;1760.73;3;Usado
Villa Lugano;2025;3;998.2;3;Usado
Villa Luro;2025;3;1998.99;3;Usado
Villa Ortúzar;2025;3;;3;Usado
Villa Pueyrredón;2025;3;2177.7;3;Usado
Villa Santa Rita;2025;3;1962.67;3;Usado
Villa Urquiza;2025;3;2579.36;3;Usado
